desired_velocity,relaxation_time,radius,private_zone_radius,repulsion_coefficient,falloff_length,body_force_constant,friction_coefficient,random_force,waypoint_update_distance,waypoint_update_interval,collision_avoidance,agent_count,evacuation_time
1.5,0.15,0.225,0.32,5.0,0.4,900.0,400.0,0.1,0.5,0.363737,0.25,60.0,12.767892999999999
1.5,0.15,0.225,0.32,5.0,0.4,900.0,400.0,0.1,0.5,0.363737,0.25,60.0,12.543896
1.5,0.15,0.225,0.32,5.0,0.4,900.0,400.0,0.1,0.5,0.363737,0.25,60.0,12.639894
1.5,0.15,0.225,0.32,5.0,0.4,900.0,400.0,0.1,0.5,0.363737,0.25,60.0,12.351898
1.5,0.15,0.225,0.32,5.0,0.4,900.0,400.0,0.1,0.5,0.363737,0.25,60.0,12.527896
1.5,0.15,0.225,0.32,5.0,0.4,900.0,400.0,0.1,0.5,0.363737,0.25,60.0,12.703894
1.5,0.15,0.225,0.32,5.0,0.4,900.0,400.0,0.1,0.5,0.363737,0.25,60.0,13.167888
1.5,0.15,0.225,0.32,5.0,0.4,900.0,400.0,0.1,0.5,0.363737,0.25,60.0,13.711881
1.5,0.15,0.225,0.32,5.0,0.4,900.0,400.0,0.1,0.5,0.363737,0.25,60.0,12.399898
1.5,0.15,0.225,0.32,5.0,0.4,900.0,400.0,0.1,0.5,0.363737,0.25,60.0,12.831892
1.5,0.15,0.225,0.32,5.0,0.4,900.0,400.0,0.1,0.5,0.363737,0.25,60.0,12.623895
1.5,0.15,0.225,0.32,5.0,0.4,900.0,400.0,0.1,0.5,0.363737,0.25,60.0,13.279886
1.5,0.15,0.225,0.32,5.0,0.4,900.0,400.0,0.1,0.5,0.363737,0.25,60.0,12.847892
1.5,0.15,0.225,0.32,5.0,0.4,900.0,400.0,0.1,0.5,0.363737,0.25,60.0,12.703894
1.5,0.15,0.225,0.32,5.0,0.4,900.0,400.0,0.1,0.5,0.363737,0.25,60.0,12.879891
1.5,0.15,0.225,0.32,5.0,0.4,900.0,400.0,0.1,0.5,0.363737,0.25,60.0,13.839879000000002
